,tweet_text,emotion,target,norm_tweet
2763,"New iPhone, new iPad 2, and they come running as fast as they can, cuz every girl crazy about a sharp Mac man... *strums guitar*  #SXSW",Positive emotion,0,new new ipad come run fast cuz girl crazy sharp mac man strum guitar
2766,"Cover time! #sxsw (@mention Apple Store, SXSW w/ 9 others) {link}",Positive emotion,0,cover time apple store sxsw w others link
2767,Hey People! Down here at #sxsw and we are about to launch @mention  Follow for all the details and a chance for a free iPad 2 !,Positive emotion,0,hey people launch follow detail chance free ipad
2769,I want one!! It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Positive emotion,0,want rumor apple open temporary store downtown austin ipad launch link
2770,"Oh, #Apple... you are ridiculous: Before It Even Begins, Apple WinsåÊ#SXSW {link} via @mention",Positive emotion,0,oh ridiculous even begin apple win link
2776,Genius idea RT @mention Apple Popup Store at #SXSW {link},Positive emotion,0,genius idea rt apple popup store link
2778,Update: heading to the apple store so I can buy an iPad. #sxsw,Positive emotion,0,update heading apple store buy ipad
2780,Getting ready for &quot;iPad design headaches&quot; #sxsw,Negative emotion,1,get ready quotipad design headachesquot
2781,Getting ready for #sxsw by installing @mention on my iPhone. Woot! {link},Positive emotion,0,get ready instal iphone woot link
2786,"#sxsw already paying dividends, discovered a couple of cool apps for iPhone and Android.",Positive emotion,0,already pay dividend discover couple cool apps iphone android
2789,#google real time location data as a layer on google earth gives breathtaking visual data #SxSW,Positive emotion,0,real time location data layer google earth give breathtaking visual data
2790,I never realized how shitty by iphone battery was until #sxsw I'm charging every few hours,Negative emotion,1,never realize shitty iphone battery im charge hour
2793,"#Apple steals the show (again), with pop-up #marketing at #SXSW--&gt; {link}",Positive emotion,0,steal show popup gt link
2795,Met the team that set up the #sxsw Apple store - set up whole place from nothing in 3 days. Great work!,Positive emotion,0,meet team set apple store set whole place nothing day great work
2796,Nice to hear that mint.com is working on an iPad app! #FTW #SXSWi #SXSW,Positive emotion,0,nice hear mintcom work ipad app
2798,So it appears Apple is opening a pop up store in Austin for #sxsw - the employees were trying to hide it. The Beechwood tables gave it away.,Positive emotion,0,appear apple open pop store austin employee try hide beechwood table give
2799,Several years too late? I think the trend of social apps is over... @mention  #sxsw #google #circles #conversation @mention,Negative emotion,1,several year late think trend social apps
2801,Another reason to go to Austin: #Apple to open a #SXSW popup store {link},Positive emotion,0,reason go austin open popup store link
2802,What a great blog on the latest news of #SXSW ... like the opening of an #Apple store? {link} #sxsw2011 @mention,Positive emotion,0,great blog late news open store link
2803,That's great! RT @mention I'm unique at #SXSW because I'm the only one w/ an iPhone 3GS. All the others followers have the iPhone 4. #winning,Positive emotion,0,thats great rt im unique im w iphone others follower iphone
2805,&quot;Facebook and Google are our biggest competitors.&quot; Said #4sq's Crowley #sxsw #eurosxsw,Positive emotion,0,quotfacebook google big competitorsquot say crowley
2807,Today's Tech Tidbit: The iPad 2 Takes Over SXSW [VIDEO] {link} via @mention @mention #ipad2 #sxsw #tech,Positive emotion,0,today tech tidbit ipad take sxsw video link
2808,"@mention Echofon for iPhone &amp; Mac now both have ÛÏmuteÛ functions, where you can block #sxsw &amp; #sxswi. IÛªm about to do it. CanÛªt wait.",Positive emotion,0,echofon iphone amp mute function block amp im cant wait
2810,why the heck doesn't google maps use browser geo-location? am I missing it somehow? using chrome. @mention #sxsw #startupbus,Negative emotion,1,heck doesnt google map use browser geolocation miss somehow use chrome
2812,Why the heck would anyone want Mozilla to switch to CrapKit (WebKit) when Gecko is good? Stupid Apple/Google bandwaggoners. #sxsw,Negative emotion,1,heck anyone want mozilla switch crapkit webkit gecko good stupid applegoogle bandwaggoners
2813,woah. expect Google Circles today at #sxsw during Google's League of Extraordinary Hackers events today. big!,Positive emotion,0,woah expect google circle today google league extraordinary hacker event today big
2818,"Apple cited as the opposite of crowdsourcing - proprietary, Steve Jobs tells you what you want #csuitecsourcing #sxsw",Negative emotion,1,apple cite opposite crowdsourcing proprietary steve job tell want
2819,I am amused at the Apple Pop-up store at #SXSW this year. Brilliant idea... just brilliant. :D {link},Positive emotion,0,amuse apple popup store year brilliant idea brilliant link
2820,just walked by the line for the iPad 2. Bahahahaha! at least 5 blocks long. #fail #SXSW,Negative emotion,1,walked line ipad bahahahaha least block long
2822,"It's called HOT SPOTS  -- Mobile Heatmap iPhone App (leveraging 4sq) for #SXSW Helps You Find Hot, or Quiet, Places",Positive emotion,0,call hot spot mobile heatmap iphone app leverage helps find hot quiet place
2824,Our updated iPhone app has song info for select streams (incl. @mention 24/7) &amp; live video streaming in time for #SXSW {link},Positive emotion,0,update iphone app song info select stream incl amp live video stream time link
2825,Yes! nailed it - Google Circles: to allow our online communication to respect the same boundaries that our offline social lives do. #sxsw,Positive emotion,0,yes nail google circle allow online communication respect boundary offline social life
2826,I connected my bluetooth keyboard to my iPhone! Hello fast blogging while I'm at #SXSW,Positive emotion,0,connect keyboard iphone hello fast blogging im
2828,I convinced myself not to upgrade to iPad 2. But then I just held one at the #SxSW trade show... and failed my willpower check.,Positive emotion,0,convince upgrade ipad hold trade show fail willpower check
2829,Just showed off @mention Charge Anywhere at a bar to charge my iPhone and the whole table wanted to buy one. #SXSW,Positive emotion,0,show charge anywhere bar charge iphone whole table want buy
2830,Just walked past the supposed #Apple #SxSW temp store downstairs @mention and the apple cult was outside taking photos on iphones.,Negative emotion,1,walk suppose temp store downstairs apple cult take photos iphones
2832,Just passed the Apple store.. On 6th.. Easily 150 folks in line #SXSW  {link},Positive emotion,0,pass apple store easily folk line link
2833,Just joined the heaving river flow into see Marissa Mayer (Google) #sxsw,Positive emotion,0,join heave river flow see marissa mayer google
2835,Was shocked to see Google showcasing Blogger at #SXSW - thought they completely forgot about that service - or is that just me?,Positive emotion,0,shock see google showcasing blogger think completely forgot service
2836,Just picked up @mention book: Killer Photoes with your IPhone! #SXSW #sxswchi  {link},Positive emotion,0,pick book killer photoes link
2839,"Just picked up my iPad 2, now back to #sxsw {link}",Positive emotion,0,pick ipad back link
2846,"Free coffee by company a, free drinks on company b, free food at company c. All money saved goes to Apple. Life at #SXSW. ;)",Positive emotion,0,free coffee company free drink company b free food company c money save go apple life
2851,#SXSW I need the best android dev here.  Html5/JS issue need solving quickly.  Handsome reward and love for grabs.,Positive emotion,0,need best android dev issue need solve quickly handsome reward love grab
2853,Guess I need to figure out what sessions. iPad app is killer. Selection overwhelming #sxsw,Positive emotion,0,guess figure session ipad app killer selection overwhelm
2854,Already seeing a heavy iPad 2 presence at #sxsw #duh,Positive emotion,0,already see heavy ipad presence
2856,After a week of #sxsw I have total iPad envy.  :)   #fb,Positive emotion,0,week total ipad envy
2861,"#google sees the future evolving as mobile, social, and local converge to yield even more relevant results #sxsw",Positive emotion,0,see future evolve mobile social local converge yield even relevant result
2862,Good to meet and see all @mention Don't forget: #mindjet giving away an #iPad for best MindManager map of  #SXSWi details: {link},Positive emotion,0,good meet see dont forget give away best mindmanager map detail link
2864,"If you prefer your news on iPhone, iPad or Droid, @mention has apps for that. @mention @mention &amp; @mention all on mobile apps now. #SXSW",Positive emotion,0,prefer news iphone ipad droid apps amp mobile apps
2865,"Google prefers to launch hyped new Social features with meh, not bang? via TC {link} #SXSW",Negative emotion,1,google prefers launch hype new social feature meh bang tc link
2866,"Like in Vegas during #CES, the iPhone is best used as a hand warmer at #SXSW.",Negative emotion,1,vega iphone best used hand warmer
2872,Great panel on iPad magazine design. Pulling articles from different mags sounds awesome. So who's going to build it? #touchingstories #SXSW,Positive emotion,0,great panel ipad magazine design pull article different mag sound awesome who go build
2874,Great panel w/guys fr @mention @mention @mention &amp; google hotpot! Social recs def not the end for recs. #discotalk #sxsw #sloanxsw,Positive emotion,0,great panel wguys fr amp google hotpot social recs def end recs
2875,#SXSW panel: &quot;Staying Alive: Can indie iPhone game development survive?&quot; Kind of a downer... They should try #CoronaSDK! @mention,Negative emotion,1,panel quotstaying alive indie iphone game development survivequot kind downer try
2876,Airport delay to #sxsw. Just introduced @mention to #CatPhysics. I feel like a drug pusher: First ipad play is free but after that...,Positive emotion,0,airport delay introduce feel drug pusher first ipad play free
2878,Apple's release of the iPad 2 during #sxsw is a huge win especially for international attendees in town for the show.,Positive emotion,0,apple release ipad huge win especially international attendee town show
2880,Note to self: downside of tweeting on an white iPad 2 expect to be mocked. @mention #sxsw,Negative emotion,1,note tweet white ipad expect mock
